#ra,dec,dered_g,dered_r,dered_u,flags
205.16787046,28.30670241,22.289234,21.802172,23.543642,103347650816
205.16738869,28.25871729,22.225626,21.501333,24.388306,439873639153664
205.7381597,28.24157534,19.472277,19.196976,20.451412,193583068086292
205.74167847,28.15392051,14.548842,14.015183,16.195967,167223277523528
205.4002279,28.38699512,18.602659,18.166887,19.670135,35253395259412
205.4196854,28.4057008,18.640295,18.272402,19.667515,35219035521116
205.40488634,28.36487796,18.682217,18.384403,19.715576,35253395259412
205.42026283,28.39926828,18.542988,18.205326,19.493177,35219001971292
205.74466387,27.79216942,22.25267,21.730576,25.054005,68987912448
205.74722455,27.79705103,18.563776,18.324991,19.461523,68987912704
205.7451456,27.75143663,21.572645,21.004438,23.804642,105622104314128
205.74790896,27.75139354,16.503885,15.858972,18.204237,35255507619856
205.41154194,27.85784469,23.146261,22.337864,25.206444,68987912448
205.40676982,27.85199612,23.165245,23.096893,26.052906,281543964623104
205.42106644,27.92805744,20.788792,20.141356,22.438812,68987912448
205.40755039,27.92423262,22.742828,22.053362,23.868437,68987912448
205.40507637,27.93311007,23.773649,23.515667,24.450626,105622137864464
205.41123904,27.85499793,19.996561,19.650665,20.949236,35253360136208
205.40766435,27.98919863,20.244846,19.954657,21.113613,68987912448
205.41285746,27.80539711,14.376892,13.58692,16.220133,202381275303952
205.16066951,27.85828501,23.279398,22.501156,25.795485,281543964623104
205.16638239,27.9109656,19.589092,19.022255,20.909851,35253360132112
205.16596438,27.82703115,20.597139,20.040535,22.076281,105622138912784
205.15878747,27.84296951,24.786308,24.63039,25.469679,316728371712272
205.16165006,27.96019216,23.041817,22.328718,24.193157,281543964754688
205.15211649,27.91064888,17.266825,16.854597,18.416529,35255507619856
205.16251652,27.96390703,15.682444,15.240096,17.099888,35255507619856
204.79590756,27.97276496,18.121016,17.664461,19.321772,68988043264
205.1601838,28.40505155,24.281395,23.308607,25.251982,281543964623104
205.16121428,28.355,23.963169,23.050974,24.693596,281543964623104
205.15444919,28.31577827,23.824478,23.285879,24.80234,422281453109504
205.74211615,28.18964506,20.510836,20.137676,21.451906,35253393555472
205.73853785,28.17839368,21.881168,21.378473,24.686354,68987912192
205.73947919,28.19332517,22.742849,21.938831,25.611063,35253360136464
205.74671053,28.15973557,19.348251,19.074234,20.155888,68987912704
205.74856003,28.23370957,20.428644,20.054165,21.242424,68987912704
